task_id,project_id,reporting_date,task_name,planned_start,due_date,actual_finish,owner_id
P09-T12,P09,2026-08-24,Delivery activity 12,2026-09-21,2026-10-01,,PM09
P10-T01,P10,2026-08-24,Delivery activity 01,2026-06-14,2026-06-24,2026-06-24,PM01
P10-T02,P10,2026-08-24,Delivery activity 02,2026-06-23,2026-07-03,2026-07-03,PM01
P10-T03,P10,2026-08-24,Delivery activity 03,2026-07-02,2026-07-12,2026-07-12,PM01
P10-T04,P10,2026-08-24,Delivery activity 04,2026-07-11,2026-07-21,2026-07-21,PM01
P10-T05,P10,2026-08-24,Delivery activity 05,2026-07-20,2026-07-30,2026-07-30,PM01
P10-T06,P10,2026-08-24,Delivery activity 06,2026-07-29,2026-08-08,2026-08-08,PM01
P10-T07,P10,2026-08-24,Delivery activity 07,2026-08-07,2026-08-17,2026-08-17,PM01
P10-T08,P10,2026-08-24,Delivery activity 08,2026-08-16,2026-08-26,,PM01
P10-T09,P10,2026-08-24,Delivery activity 09,2026-08-25,2026-09-04,,PM01
P10-T10,P10,2026-08-24,Delivery activity 10,2026-09-03,2026-09-13,,PM01
P10-T11,P10,2026-08-24,Delivery activity 11,2026-09-12,2026-09-22,,PM01
P10-T12,P10,2026-08-24,Delivery activity 12,2026-09-21,2026-10-01,,PM01
P11-T01,P11,2026-08-24,Delivery activity 01,2026-06-14,2026-06-24,2026-07-01,PM02
P11-T02,P11,2026-08-24,Delivery activity 02,2026-06-23,2026-07-03,2026-07-10,PM02
P11-T03,P11,2026-08-24,Delivery activity 03,2026-07-02,2026-07-12,2026-07-19,PM02
P11-T04,P11,2026-08-24,Delivery activity 04,2026-07-11,2026-07-21,2026-07-28,PM02
P11-T05,P11,2026-08-24,Delivery activity 05,2026-07-20,2026-07-30,2026-08-06,PM02
P11-T06,P11,2026-08-24,Delivery activity 06,2026-07-29,2026-08-08,2026-08-15,PM02
P11-T07,P11,2026-08-24,Delivery activity 07,2026-08-07,2026-08-17,2026-08-24,PM02
P11-T08,P11,2026-08-24,Delivery activity 08,2026-08-16,2026-08-26,,PM02
P11-T09,P11,2026-08-24,Delivery activity 09,2026-08-25,2026-09-04,,PM02
P11-T10,P11,2026-08-24,Delivery activity 10,2026-09-03,2026-09-13,,PM02
P11-T11,P11,2026-08-24,Delivery activity 11,2026-09-12,2026-09-22,,PM02
P11-T12,P11,2026-08-24,Delivery activity 12,2026-09-21,2026-10-01,,PM02
P12-T01,P12,2026-08-24,Delivery activity 01,2026-06-14,2026-06-24,2026-07-01,PM03
P12-T02,P12,2026-08-24,Delivery activity 02,2026-06-23,2026-07-03,2026-07-10,PM03
P12-T03,P12,2026-08-24,Delivery activity 03,2026-07-02,2026-07-12,2026-07-19,PM03
P12-T04,P12,2026-08-24,Delivery activity 04,2026-07-11,2026-07-21,2026-07-28,PM03
P12-T05,P12,2026-08-24,Delivery activity 05,2026-07-20,2026-07-30,2026-08-06,PM03
P12-T06,P12,2026-08-24,Delivery activity 06,2026-07-29,2026-08-08,2026-08-15,PM03
P12-T07,P12,2026-08-24,Delivery activity 07,2026-08-07,2026-08-17,2026-08-24,PM03
P12-T08,P12,2026-08-24,Delivery activity 08,2026-08-16,2026-08-26,,PM03
P12-T09,P12,2026-08-24,Delivery activity 09,2026-08-25,2026-09-04,,PM03
P12-T10,P12,2026-08-24,Delivery activity 10,2026-09-03,2026-09-13,,PM03
P12-T11,P12,2026-08-24,Delivery activity 11,2026-09-12,2026-09-22,,PM03
P12-T12,P12,2026-08-24,Delivery activity 12,2026-09-21,2026-10-01,,PM03
P13-T01,P13,2026-08-24,Delivery activity 01,2026-06-14,2026-06-24,2026-06-24,PM04
P13-T02,P13,2026-08-24,Delivery activity 02,2026-06-23,2026-07-03,2026-07-03,PM04
P13-T03,P13,2026-08-24,Delivery activity 03,2026-07-02,2026-07-12,2026-07-12,PM04
P13-T04,P13,2026-08-24,Delivery activity 04,2026-07-11,2026-07-21,2026-07-21,PM04
P13-T05,P13,2026-08-24,Delivery activity 05,2026-07-20,2026-07-30,2026-07-30,PM04
P13-T06,P13,2026-08-24,Delivery activity 06,2026-07-29,2026-08-08,2026-08-08,PM04
P13-T07,P13,2026-08-24,Delivery activity 07,2026-08-07,2026-08-17,2026-08-17,PM04
P13-T08,P13,2026-08-24,Delivery activity 08,2026-08-16,2026-08-26,,PM04
P13-T09,P13,2026-08-24,Delivery activity 09,2026-08-25,2026-09-04,,PM04
P13-T10,P13,2026-08-24,Delivery activity 10,2026-09-03,2026-09-13,,PM04
P13-T11,P13,2026-08-24,Delivery activity 11,2026-09-12,2026-09-22,,PM04
P13-T12,P13,2026-08-24,Delivery activity 12,2026-09-21,2026-10-01,,PM04
P14-T01,P14,2026-08-24,Delivery activity 01,2026-06-14,2026-06-24,2026-07-01,PM05
P14-T02,P14,2026-08-24,Delivery activity 02,2026-06-23,2026-07-03,2026-07-10,PM05
P14-T03,P14,2026-08-24,Delivery activity 03,2026-07-02,2026-07-12,2026-07-19,PM05
P14-T04,P14,2026-08-24,Delivery activity 04,2026-07-11,2026-07-21,2026-07-28,PM05
P14-T05,P14,2026-08-24,Delivery activity 05,2026-07-20,2026-07-30,2026-08-06,PM05
P14-T06,P14,2026-08-24,Delivery activity 06,2026-07-29,2026-08-08,2026-08-15,PM05
P14-T07,P14,2026-08-24,Delivery activity 07,2026-08-07,2026-08-17,2026-08-24,PM05
P14-T08,P14,2026-08-24,Delivery activity 08,2026-08-16,2026-08-26,,PM05
P14-T09,P14,2026-08-24,Delivery activity 09,2026-08-25,2026-09-04,,PM05
P14-T10,P14,2026-08-24,Delivery activity 10,2026-09-03,2026-09-13,,PM05
P14-T11,P14,2026-08-24,Delivery activity 11,2026-09-12,2026-09-22,,PM05
P14-T12,P14,2026-08-24,Delivery activity 12,2026-09-21,2026-10-01,,PM05
P15-T01,P15,2026-08-24,Delivery activity 01,2026-06-14,2026-06-24,2026-07-01,PM06
P15-T02,P15,2026-08-24,Delivery activity 02,2026-06-23,2026-07-03,2026-07-10,PM06
P15-T03,P15,2026-08-24,Delivery activity 03,2026-07-02,2026-07-12,2026-07-19,PM06
P15-T04,P15,2026-08-24,Delivery activity 04,2026-07-11,2026-07-21,2026-07-28,PM06
P15-T05,P15,2026-08-24,Delivery activity 05,2026-07-20,2026-07-30,2026-08-06,PM06
P15-T06,P15,2026-08-24,Delivery activity 06,2026-07-29,2026-08-08,2026-08-15,PM06
P15-T07,P15,2026-08-24,Delivery activity 07,2026-08-07,2026-08-17,2026-08-24,PM06
P15-T08,P15,2026-08-24,Delivery activity 08,2026-08-16,2026-08-26,,PM06
P15-T09,P15,2026-08-24,Delivery activity 09,2026-08-25,2026-09-04,,PM06
P15-T10,P15,2026-08-24,Delivery activity 10,2026-09-03,2026-09-13,,PM06
P15-T11,P15,2026-08-24,Delivery activity 11,2026-09-12,2026-09-22,,PM06
P15-T12,P15,2026-08-24,Delivery activity 12,2026-09-21,2026-10-01,,PM06
P16-T01,P16,2026-08-24,Delivery activity 01,2026-06-06,2026-06-16,2026-06-16,PM07
P16-T02,P16,2026-08-24,Delivery activity 02,2026-06-12,2026-06-22,2026-06-22,PM07
P16-T03,P16,2026-08-24,Delivery activity 03,2026-06-18,2026-06-28,2026-06-28,PM07
P16-T04,P16,2026-08-24,Delivery activity 04,2026-06-24,2026-07-04,2026-07-04,PM07
P16-T05,P16,2026-08-24,Delivery activity 05,2026-06-30,2026-07-10,2026-07-10,PM07
P16-T06,P16,2026-08-24,Delivery activity 06,2026-07-06,2026-07-16,2026-07-16,PM07
P16-T07,P16,2026-08-24,Delivery activity 07,2026-07-12,2026-07-22,2026-07-22,PM07
P16-T08,P16,2026-08-24,Delivery activity 08,2026-07-18,2026-07-28,2026-07-28,PM07
P16-T09,P16,2026-08-24,Delivery activity 09,2026-07-24,2026-08-03,2026-08-03,PM07
P16-T10,P16,2026-08-24,Delivery activity 10,2026-07-30,2026-08-09,2026-08-09,PM07
P16-T11,P16,2026-08-24,Delivery activity 11,2026-08-05,2026-08-15,2026-08-15,PM07
P16-T12,P16,2026-08-24,Delivery activity 12,2026-08-11,2026-08-21,2026-08-21,PM07
P17-T01,P17,2026-08-24,Delivery activity 01,2026-06-06,2026-06-16,2026-06-23,PM08
P17-T02,P17,2026-08-24,Delivery activity 02,2026-06-12,2026-06-22,2026-06-29,PM08
P17-T03,P17,2026-08-24,Delivery activity 03,2026-06-18,2026-06-28,2026-07-05,PM08
P17-T04,P17,2026-08-24,Delivery activity 04,2026-06-24,2026-07-04,2026-07-11,PM08
P17-T05,P17,2026-08-24,Delivery activity 05,2026-06-30,2026-07-10,2026-07-17,PM08
P17-T06,P17,2026-08-24,Delivery activity 06,2026-07-06,2026-07-16,2026-07-23,PM08
P17-T07,P17,2026-08-24,Delivery activity 07,2026-07-12,2026-07-22,2026-07-29,PM08
P17-T08,P17,2026-08-24,Delivery activity 08,2026-07-18,2026-07-28,2026-08-04,PM08
P17-T09,P17,2026-08-24,Delivery activity 09,2026-07-24,2026-08-03,2026-08-10,PM08
P17-T10,P17,2026-08-24,Delivery activity 10,2026-07-30,2026-08-09,2026-08-16,PM08
P17-T11,P17,2026-08-24,Delivery activity 11,2026-08-05,2026-08-15,2026-08-22,PM08
P17-T12,P17,2026-08-24,Delivery activity 12,2026-08-11,2026-08-21,,PM08
P18-T01,P18,2026-08-24,Delivery activity 01,2026-06-14,2026-06-24,2026-06-24,PM09
P18-T02,P18,2026-08-24,Delivery activity 02,2026-06-23,2026-07-03,2026-07-03,PM09
P18-T03,P18,2026-08-24,Delivery activity 03,2026-07-02,2026-07-12,2026-07-12,PM09
P18-T04,P18,2026-08-24,Delivery activity 04,2026-07-11,2026-07-21,2026-07-21,PM09
P18-T05,P18,2026-08-24,Delivery activity 05,2026-07-20,2026-07-30,2026-07-30,PM09
P18-T06,P18,2026-08-24,Delivery activity 06,2026-07-29,2026-08-08,,PM09
P18-T07,P18,2026-08-24,Delivery activity 07,2026-08-07,2026-08-17,,PM09
P18-T08,P18,2026-08-24,Delivery activity 08,2026-08-16,2026-08-26,,PM09
P18-T09,P18,2026-08-24,Delivery activity 09,2026-08-25,2026-09-04,,PM09
P18-T10,P18,2026-08-24,Delivery activity 10,2026-09-03,2026-09-13,,PM09
P18-T11,P18,2026-08-24,Delivery activity 11,2026-09-12,2026-09-22,,PM09
P18-T12,P18,2026-08-24,Delivery activity 12,2026-09-21,2026-10-01,,PM09
P01-T01,P01,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-06-24,PM01
P01-T02,P01,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-03,PM01
P01-T03,P01,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-12,PM01
P01-T04,P01,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-07-21,PM01
P01-T05,P01,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-07-30,PM01
P01-T06,P01,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-08,PM01
P01-T07,P01,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,2026-08-17,PM01
P01-T08,P01,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,2026-08-26,PM01
P01-T09,P01,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM01
P01-T10,P01,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM01
P01-T11,P01,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM01
P01-T12,P01,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM01
P02-T01,P02,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-07-01,PM02
P02-T02,P02,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-10,PM02
P02-T03,P02,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-19,PM02
P02-T04,P02,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-07-28,PM02
P02-T05,P02,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-08-06,PM02
P02-T06,P02,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-15,PM02
P02-T07,P02,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,2026-08-24,PM02
P02-T08,P02,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,,PM02
P02-T09,P02,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM02
P02-T10,P02,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM02
P02-T11,P02,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM02
P02-T12,P02,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM02
P03-T01,P03,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-07-15,PM03
P03-T02,P03,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-24,PM03
P03-T03,P03,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-08-02,PM03
P03-T04,P03,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-08-11,PM03
P03-T05,P03,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-08-20,PM03
P03-T06,P03,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-29,PM03
P03-T07,P03,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,,PM03
P03-T08,P03,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,,PM03
P03-T09,P03,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM03
P03-T10,P03,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM03
P03-T11,P03,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM03
P03-T12,P03,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM03
P04-T01,P04,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-07-01,PM04
P04-T02,P04,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-10,PM04
P04-T03,P04,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-19,PM04
P04-T04,P04,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-07-28,PM04
P04-T05,P04,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-08-06,PM04
P04-T06,P04,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-15,PM04
P04-T07,P04,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,2026-08-24,PM04
P04-T08,P04,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,,PM04
P04-T09,P04,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM04
P04-T10,P04,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM04
P04-T11,P04,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM04
P04-T12,P04,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM04
P05-T01,P05,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-06-24,PM05
P05-T02,P05,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-03,PM05
P05-T03,P05,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-12,PM05
P05-T04,P05,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-07-21,PM05
P05-T05,P05,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-07-30,PM05
P05-T06,P05,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-08,PM05
P05-T07,P05,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,2026-08-17,PM05
P05-T08,P05,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,2026-08-26,PM05
P05-T09,P05,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM05
P05-T10,P05,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM05
P05-T11,P05,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM05
P05-T12,P05,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM05
P06-T01,P06,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-06-24,PM06
P06-T02,P06,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-03,PM06
P06-T03,P06,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-12,PM06
P06-T04,P06,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-07-21,PM06
P06-T05,P06,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-07-30,PM06
P06-T06,P06,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-08,PM06
P06-T07,P06,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,2026-08-17,PM06
P06-T08,P06,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,2026-08-26,PM06
P06-T09,P06,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM06
P06-T10,P06,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM06
P06-T11,P06,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM06
P06-T12,P06,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM06
P07-T01,P07,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-07-01,PM07
P07-T02,P07,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-10,PM07
P07-T03,P07,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-19,PM07
P07-T04,P07,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-07-28,PM07
P07-T05,P07,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-08-06,PM07
P07-T06,P07,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-15,PM07
P07-T07,P07,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,2026-08-24,PM07
P07-T08,P07,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,,PM07
P07-T09,P07,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM07
P07-T10,P07,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM07
P07-T11,P07,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM07
P07-T12,P07,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM07
P08-T01,P08,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-07-06,PM08
P08-T02,P08,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-15,PM08
P08-T03,P08,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-24,PM08
P08-T04,P08,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-08-02,PM08
P08-T05,P08,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-08-11,PM08
P08-T06,P08,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-20,PM08
P08-T07,P08,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,2026-08-29,PM08
P08-T08,P08,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,,PM08
P08-T09,P08,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM08
P08-T10,P08,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM08
P08-T11,P08,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM08
P08-T12,P08,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM08
P09-T01,P09,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-06-24,PM09
P09-T02,P09,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-03,PM09
P09-T03,P09,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-12,PM09
P09-T04,P09,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-07-21,PM09
P09-T05,P09,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-07-30,PM09
P09-T06,P09,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-08,PM09
P09-T07,P09,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,2026-08-17,PM09
P09-T08,P09,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,2026-08-26,PM09
P09-T09,P09,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM09
P09-T10,P09,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM09
P09-T11,P09,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM09
P09-T12,P09,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM09
P10-T01,P10,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-06-24,PM01
P10-T02,P10,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-03,PM01
P10-T03,P10,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-12,PM01
P10-T04,P10,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-07-21,PM01
P10-T05,P10,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-07-30,PM01
P10-T06,P10,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-08,PM01
P10-T07,P10,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,2026-08-17,PM01
P10-T08,P10,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,2026-08-26,PM01
P10-T09,P10,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM01
P10-T10,P10,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM01
P10-T11,P10,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM01
P10-T12,P10,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM01
P11-T01,P11,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-07-01,PM02
P11-T02,P11,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-10,PM02
P11-T03,P11,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-19,PM02
P11-T04,P11,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-07-28,PM02
P11-T05,P11,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-08-06,PM02
P11-T06,P11,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-15,PM02
P11-T07,P11,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,2026-08-24,PM02
P11-T08,P11,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,,PM02
P11-T09,P11,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM02
P11-T10,P11,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM02
P11-T11,P11,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM02
P11-T12,P11,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM02
P12-T01,P12,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-07-01,PM03
P12-T02,P12,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-10,PM03
P12-T03,P12,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-19,PM03
P12-T04,P12,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-07-28,PM03
P12-T05,P12,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-08-06,PM03
P12-T06,P12,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-15,PM03
P12-T07,P12,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,2026-08-24,PM03
P12-T08,P12,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,,PM03
P12-T09,P12,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM03
P12-T10,P12,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM03
P12-T11,P12,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM03
P12-T12,P12,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM03
P13-T01,P13,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-06-24,PM04
P13-T02,P13,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-03,PM04
P13-T03,P13,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-12,PM04
P13-T04,P13,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-07-21,PM04
P13-T05,P13,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-07-30,PM04
P13-T06,P13,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-08,PM04
P13-T07,P13,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,2026-08-17,PM04
P13-T08,P13,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,2026-08-26,PM04
P13-T09,P13,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM04
P13-T10,P13,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM04
P13-T11,P13,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM04
P13-T12,P13,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM04
P14-T01,P14,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-07-01,PM05
P14-T02,P14,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-10,PM05
P14-T03,P14,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-19,PM05
P14-T04,P14,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-07-28,PM05
P14-T05,P14,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-08-06,PM05
P14-T06,P14,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-15,PM05
P14-T07,P14,2026-08-31,Delivery activity 07,2026-08-07,2026-08-17,2026-08-24,PM05
P14-T08,P14,2026-08-31,Delivery activity 08,2026-08-16,2026-08-26,,PM05
P14-T09,P14,2026-08-31,Delivery activity 09,2026-08-25,2026-09-04,,PM05
P14-T10,P14,2026-08-31,Delivery activity 10,2026-09-03,2026-09-13,,PM05
P14-T11,P14,2026-08-31,Delivery activity 11,2026-09-12,2026-09-22,,PM05
P14-T12,P14,2026-08-31,Delivery activity 12,2026-09-21,2026-10-01,,PM05
P15-T01,P15,2026-08-31,Delivery activity 01,2026-06-14,2026-06-24,2026-07-01,PM06
P15-T02,P15,2026-08-31,Delivery activity 02,2026-06-23,2026-07-03,2026-07-10,PM06
P15-T03,P15,2026-08-31,Delivery activity 03,2026-07-02,2026-07-12,2026-07-19,PM06
P15-T04,P15,2026-08-31,Delivery activity 04,2026-07-11,2026-07-21,2026-07-28,PM06
P15-T05,P15,2026-08-31,Delivery activity 05,2026-07-20,2026-07-30,2026-08-06,PM06
P15-T06,P15,2026-08-31,Delivery activity 06,2026-07-29,2026-08-08,2026-08-15,PM06
